 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         1070.00      -70.3600  0.3135 -1.120e-01      -72.0900  0.3896 -1.400e-01      -256.900  0.3166 -1.000e-01      -200.140  0.3056 -7.900e-02      -189.470  0.2052 -5.890e-02      -278.710 0.05960 -2.480e-03      -295.160 0.09920 -2.420e-04      -439.900  0.2172 -1.130e-03
         1080.00      -85.1500  0.3106 -6.510e-02      -75.6300  0.3880 -1.190e-01      -242.640  0.3194 -1.220e-01      -191.300  0.3082 -9.800e-02      -178.440  0.2096 -6.420e-02      -232.270 0.06250 -5.600e-03      -295.870 0.09910 -2.390e-04      -441.850  0.2170 -1.110e-03
         1090.00      -98.2500  0.3081 -4.070e-02      -87.8600  0.3835 -9.340e-02      -241.560  0.3196 -1.050e-01      -183.900  0.3109 -9.830e-02      -165.220  0.2148 -7.070e-02      -187.800 0.06660 -1.110e-02      -296.560 0.09910 -2.360e-04      -443.770  0.2168 -1.100e-03
         1100.00      -110.970  0.3060 -2.640e-02      -101.770  0.3787 -7.390e-02      -245.010  0.3189 -8.690e-02      -181.220  0.3119 -8.920e-02      -154.300  0.2191 -7.480e-02      -152.140 0.07160 -1.990e-02      -297.240 0.09900 -2.330e-04      -445.670  0.2166 -1.090e-03
         1110.00      -123.310  0.3039 -1.830e-02      -115.310  0.3746 -6.000e-02      -249.800  0.3180 -7.270e-02      -181.550  0.3118 -7.960e-02      -148.050  0.2221 -7.490e-02      -127.980 0.07700 -3.180e-02      -297.890 0.09890 -2.310e-04      -447.550  0.2164 -1.070e-03
         1120.00      -133.530  0.3024 -1.490e-02      -129.320  0.3708 -4.970e-02      -255.280  0.3169 -6.150e-02      -183.650  0.3110 -7.100e-02      -144.180  0.2241 -7.180e-02      -111.290 0.08190 -4.470e-02      -298.490 0.09890 -2.320e-04      -449.410  0.2163 -1.060e-03
         1130.00      -142.890  0.3009 -1.190e-02      -141.620  0.3677 -4.250e-02      -260.930  0.3158 -5.300e-02      -186.660  0.3099 -6.310e-02      -142.210  0.2252 -6.740e-02      -103.540 0.08460 -5.170e-02      -298.890 0.09890 -2.480e-04      -451.240  0.2161 -1.050e-03
         1140.00      -149.990  0.2999 -1.300e-02      -153.830  0.3648 -3.670e-02      -266.390  0.3147 -4.630e-02      -190.020  0.3087 -5.650e-02      -141.580  0.2255 -6.280e-02      -99.0600 0.08620 -5.500e-02      -288.870 0.09970 -1.460e-03      -453.040  0.2159 -1.030e-03
         1150.00      -156.810  0.2989 -1.060e-02      -164.800  0.3626 -3.250e-02      -271.660  0.3137 -4.090e-02      -193.510  0.3075 -5.080e-02      -141.910  0.2253 -5.850e-02      -96.2100 0.08720 -5.690e-02      -195.170  0.1101 -1.640e-02      -454.820  0.2158 -1.020e-03
         1160.00      -166.390  0.2977 -6.810e-03      -174.220  0.3608 -2.930e-02      -276.550  0.3127 -3.670e-02      -197.000  0.3065 -4.610e-02      -142.920  0.2248 -5.440e-02      -94.8100 0.08780 -5.720e-02      -140.910  0.1234 -3.510e-02      -456.580  0.2156 -1.010e-03
         1170.00      -177.810  0.2962 -2.900e-03      -183.370  0.3589 -2.650e-02      -281.080  0.3119 -3.340e-02      -200.400  0.3055 -4.230e-02      -144.290  0.2241 -5.060e-02      -94.8400 0.08780 -5.540e-02      -120.510  0.1307 -4.410e-02      -458.310  0.2155 -9.940e-04
         1180.00      -194.220  0.2941  2.050e-03      -193.260  0.3570 -2.380e-02      -285.370  0.3110 -3.050e-02      -203.670  0.3045 -3.890e-02      -145.800  0.2233 -4.710e-02      -95.4100 0.08750 -5.260e-02      -111.720  0.1357 -4.920e-02      -460.020  0.2153 -9.820e-04
         1190.00      -231.190  0.2901  9.320e-03      -203.700  0.3554 -2.120e-02      -289.540  0.3102 -2.770e-02      -206.860  0.3036 -3.590e-02      -147.400  0.2224 -4.400e-02      -96.4100 0.08710 -5.090e-02      -107.950  0.1379 -5.010e-02      -461.700  0.2151 -9.700e-04
         1200.00      -285.920  0.2849  9.940e-03      -214.850  0.3536 -1.860e-02      -293.640  0.3094 -2.510e-02      -209.990  0.3026 -3.310e-02      -149.140  0.2215 -4.120e-02      -97.4900 0.08670 -4.890e-02      -106.010  0.1390 -4.990e-02      -462.950  0.2150 -9.610e-04
         1210.00      -359.170  0.2792 -1.470e-03      -228.200  0.3515 -1.570e-02      -297.720  0.3086 -2.260e-02      -213.110  0.3017 -3.060e-02      -150.960  0.2205 -3.860e-02      -98.7400 0.08630 -4.690e-02      -105.060  0.1395 -4.910e-02      -442.520  0.2169 -1.110e-03
         1220.00      -611.440  0.2652  1.430e-03      -245.960  0.3489 -1.260e-02      -301.950  0.3078 -2.000e-02      -216.310  0.3008 -2.820e-02      -152.840  0.2196 -3.620e-02      -100.120 0.08580 -4.470e-02      -104.740  0.1397 -4.790e-02      -333.730  0.2286 -2.440e-03
         1230.00      -847.940  0.2569 -1.360e-02      -270.440  0.3458 -8.470e-03      -306.430  0.3069 -1.720e-02      -219.630  0.2998 -2.580e-02      -154.790  0.2189 -3.400e-02      -101.590 0.08530 -4.250e-02      -104.900  0.1396 -4.640e-02      -226.370  0.2463 -7.180e-03
         1240.00      -1339.05  0.2452 -6.830e-03      -303.940  0.3417 -4.450e-03      -311.360  0.3062 -1.420e-02      -223.150  0.2987 -2.330e-02      -156.810  0.2181 -3.180e-02      -103.120 0.08470 -4.040e-02      -105.420  0.1393 -4.480e-02      -168.660  0.2610 -1.600e-02
         1250.00      -1621.45  0.2404 -2.250e-02      -347.210  0.3374 -1.330e-03      -316.770  0.3053 -1.100e-02      -226.940  0.2976 -2.060e-02      -158.910  0.2173 -2.960e-02      -104.680 0.08420 -3.820e-02      -106.170  0.1389 -4.300e-02      -141.820  0.2699 -2.540e-02
         1260.00      -1233.58  0.2471 -1.980e-02      -373.580  0.3349 -7.450e-04      -322.360  0.3045 -8.370e-03      -230.980  0.2964 -1.800e-02      -161.110  0.2164 -2.730e-02      -106.290 0.08360 -3.600e-02      -107.060  0.1384 -4.100e-02      -129.810  0.2746 -3.190e-02
         1270.00      -1004.15  0.2524 -1.570e-02      -394.860  0.3330 -3.110e-04      -327.610  0.3037 -6.640e-03      -235.100  0.2952 -1.580e-02      -163.400  0.2155 -2.510e-02      -107.920 0.08310 -3.380e-02      -108.040  0.1378 -3.900e-02      -123.470  0.2771 -3.530e-02
         1280.00      -534.720  0.2689 -5.050e-02      -411.390  0.3318 -3.910e-05      -332.510  0.3029 -5.390e-03      -239.110  0.2940 -1.390e-02      -165.720  0.2146 -2.300e-02      -109.570 0.08250 -3.160e-02      -109.130  0.1372 -3.700e-02      -120.230  0.2784 -3.720e-02
         1290.00      -398.520  0.2764 -3.820e-02      -424.070  0.3308  1.830e-04      -337.040  0.3022 -4.520e-03      -242.950  0.2929 -1.240e-02      -168.030  0.2137 -2.100e-02      -111.230 0.08190 -2.940e-02      -110.290  0.1366 -3.490e-02      -119.330  0.2789 -3.830e-02
         1300.00      -324.920  0.2817 -3.270e-02      -434.450  0.3300  3.560e-04      -341.220  0.3015 -3.860e-03      -246.590  0.2920 -1.120e-02      -170.290  0.2128 -1.930e-02      -112.870 0.08130 -2.730e-02      -111.530  0.1358 -3.290e-02      -119.590  0.2787 -3.790e-02
         1310.00      -32.8000  0.3220 -6.820e-01      -443.190  0.3294  4.780e-04      -345.110  0.3009 -3.340e-03      -250.020  0.2912 -1.020e-02      -172.470  0.2119 -1.770e-02      -114.450 0.08080 -2.530e-02      -112.820  0.1351 -3.080e-02      -120.470  0.2783 -3.690e-02
         1320.00      -12.2000  0.3272 -1.500e+00      -182.950  0.3590 -1.170e-01      -348.650  0.3004 -3.190e-03      -253.250  0.2905 -9.260e-03      -174.550  0.2111 -1.630e-02      -115.970 0.08020 -2.340e-02      -114.130  0.1344 -2.870e-02      -122.110  0.2776 -3.600e-02
         1330.00      -64.8700  0.3147 -9.670e-02      -35.9900  0.4088 -3.000e-01      -203.370  0.3289 -3.410e-01      -211.040  0.3023 -1.520e-01      -175.710  0.2106 -1.860e-02      -117.400 0.07970 -2.160e-02      -115.440  0.1336 -2.670e-02      -124.310  0.2768 -3.480e-02
         1340.00      -60.1300  0.3157 -1.810e-01      -62.2000  0.3941 -1.530e-01      -208.680  0.3276 -1.810e-01      -163.950  0.3182 -1.610e-01      -157.210  0.2179 -7.260e-02      -118.000 0.07950 -2.170e-02      -116.720  0.1329 -2.480e-02      -126.880  0.2758 -3.340e-02
         1350.00      -95.4200  0.3086 -2.550e-02      -68.9700  0.3910 -1.290e-01      -212.090  0.3268 -1.490e-01      -156.700  0.3208 -1.460e-01      -138.320  0.2272 -1.120e-01      -111.470 0.08180 -3.610e-02      -117.850  0.1323 -2.340e-02      -129.670  0.2747 -3.190e-02
         1360.00      -127.260  0.3033  2.500e-03      -91.1300  0.3823 -8.300e-02      -220.010  0.3248 -1.110e-01      -156.530  0.3209 -1.260e-01      -127.860  0.2327 -1.190e-01      -98.1400 0.08650 -6.140e-02      -117.270  0.1326 -2.620e-02      -132.560  0.2735 -3.040e-02
         1370.00      -151.420  0.2997  7.250e-03      -114.230  0.3749 -5.710e-02      -231.000  0.3222 -8.110e-02      -161.040  0.3192 -1.030e-01      -124.580  0.2345 -1.140e-01      -87.8000 0.09160 -9.470e-02      -111.380  0.1359 -4.140e-02      -135.200  0.2725 -2.890e-02
         1380.00      -157.010  0.2989 -7.120e-03      -135.950  0.3691 -4.280e-02      -241.920  0.3195 -6.150e-02      -167.660  0.3168 -8.340e-02      -125.580  0.2339 -1.020e-01      -85.0800 0.09310 -1.030e-01      -98.6500  0.1432 -7.300e-02      -136.280  0.2721 -2.840e-02
         1390.00      -161.910  0.2983 -6.430e-03      -153.720  0.3648 -3.490e-02      -251.350  0.3177 -4.970e-02      -174.270  0.3144 -6.980e-02      -128.180  0.2326 -8.900e-02      -85.0900 0.09310 -1.000e-01      -90.2900  0.1496 -9.590e-02      -129.400  0.2748 -3.210e-02
         1400.00      -167.910  0.2975 -7.190e-03      -167.540  0.3621 -3.010e-02      -259.750  0.3160 -4.210e-02      -180.770  0.3121 -6.000e-02      -131.440  0.2308 -7.810e-02      -86.4600 0.09240 -9.250e-02      -88.8100  0.1509 -9.790e-02      -111.030  0.2831 -4.830e-02
         1410.00      -176.660  0.2964 -4.250e-03      -178.840  0.3598 -2.680e-02      -267.160  0.3146 -3.690e-02      -186.800  0.3099 -5.250e-02      -134.770  0.2291 -6.910e-02      -88.3100 0.09140 -8.350e-02      -89.2500  0.1506 -9.260e-02      -95.3900  0.2910 -6.750e-02
         1420.00      -187.590  0.2950 -1.900e-03      -189.440  0.3577 -2.400e-02      -273.770  0.3133 -3.290e-02      -192.300  0.3079 -4.660e-02      -137.950  0.2274 -6.160e-02      -90.2000 0.09030 -7.480e-02      -90.4500  0.1495 -8.470e-02      -89.1100  0.2951 -8.410e-02
         1430.00      -106.130  0.3068 -1.020e-01      -199.560  0.3560 -2.200e-02      -279.730  0.3121 -2.970e-02      -197.280  0.3064 -4.200e-02      -140.870  0.2259 -5.540e-02      -91.9300 0.08940 -6.700e-02      -91.9100  0.1482 -7.650e-02      -88.4000  0.2956 -8.600e-02
         1440.00      -85.9100  0.3104 -1.130e-01      -191.570  0.3573 -2.860e-02      -284.890  0.3111 -2.780e-02      -201.800  0.3051 -3.820e-02      -143.510  0.2245 -5.000e-02      -93.4600 0.08850 -6.010e-02      -93.3700  0.1469 -6.860e-02      -89.8100  0.2947 -8.230e-02
         1450.00      -94.0700  0.3089 -6.950e-02      -151.310  0.3653 -4.850e-02      -286.700  0.3108 -3.310e-02      -205.350  0.3040 -3.690e-02      -145.850  0.2232 -4.550e-02      -94.7700 0.08780 -5.420e-02      -94.7000  0.1457 -6.160e-02      -92.1500  0.2931 -7.600e-02
         1460.00      -104.980  0.3070 -4.470e-02      -129.580  0.3707 -5.710e-02      -282.690  0.3115 -4.570e-02      -206.350  0.3037 -4.080e-02      -147.650  0.2223 -4.310e-02      -95.8200 0.08730 -5.040e-02      -95.9800  0.1447 -5.620e-02      -94.8200  0.2914 -6.890e-02
         1470.00      -113.870  0.3055 -3.360e-02      -127.610  0.3712 -5.500e-02      -278.070  0.3124 -5.230e-02      -204.780  0.3042 -4.610e-02      -148.630  0.2218 -4.360e-02      -96.9800 0.08690 -4.860e-02      -97.5100  0.1438 -5.340e-02      -97.8200  0.2898 -6.440e-02
         1480.00      -123.240  0.3039 -2.520e-02      -132.750  0.3699 -5.040e-02      -275.990  0.3129 -5.220e-02      -202.870  0.3047 -4.870e-02      -148.790  0.2217 -4.550e-02      -97.9900 0.08650 -4.760e-02      -98.8600  0.1431 -5.170e-02      -100.270  0.2885 -6.140e-02
         1490.00      -132.380  0.3025 -1.920e-02      -140.180  0.3681 -4.530e-02      -275.980  0.3129 -4.940e-02      -201.820  0.3051 -4.890e-02      -148.560  0.2218 -4.720e-02      -98.5700 0.08630 -4.730e-02      -100.070  0.1424 -5.020e-02      -102.390  0.2875 -5.880e-02
         1500.00      -141.650  0.3011 -1.420e-02      -149.030  0.3659 -4.030e-02      -277.350  0.3126 -4.560e-02      -201.770  0.3051 -4.760e-02      -148.330  0.2219 -4.780e-02      -98.7800 0.08630 -4.730e-02      -101.060  0.1418 -4.910e-02      -104.300  0.2865 -5.650e-02
         1510.00      -151.310  0.2997 -1.030e-02      -158.880  0.3638 -3.560e-02      -279.650  0.3121 -4.150e-02      -202.570  0.3048 -4.540e-02      -148.330  0.2219 -4.740e-02      -98.8200 0.08630 -4.750e-02      -101.770  0.1414 -4.850e-02      -105.980  0.2856 -5.450e-02
         1520.00      -162.120  0.2983 -6.750e-03      -168.480  0.3619 -3.180e-02      -282.490  0.3116 -3.780e-02      -204.020  0.3044 -4.280e-02      -148.630  0.2218 -4.630e-02      -98.8700 0.08620 -4.750e-02      -102.240  0.1411 -4.810e-02      -107.400  0.2849 -5.270e-02
         1530.00      -173.510  0.2968 -3.520e-03      -178.040  0.3600 -2.850e-02      -285.600  0.3110 -3.450e-02      -205.880  0.3039 -4.020e-02      -149.220  0.2214 -4.470e-02      -99.0500 0.08620 -4.710e-02      -102.560  0.1410 -4.790e-02      -108.550  0.2843 -5.130e-02
         1534.00      -178.340  0.2962 -2.370e-03      -182.010  0.3592 -2.720e-02      -286.900  0.3107 -3.330e-02      -206.710  0.3036 -3.910e-02      -149.530  0.2213 -4.400e-02      -99.1800 0.08610 -4.690e-02      -102.670  0.1409 -4.780e-02      -108.930  0.2841 -5.090e-02
         1540.00      -187.120  0.2950  6.200e-04      -188.180  0.3580 -2.540e-02      -288.900  0.3103 -3.150e-02      -208.030  0.3032 -3.760e-02      -150.070  0.2210 -4.290e-02      -99.4300 0.08600 -4.640e-02      -102.830  0.1408 -4.760e-02      -109.430  0.2839 -5.030e-02
         1550.00      -211.490  0.2923  6.530e-03      -199.040  0.3561 -2.260e-02      -292.360  0.3097 -2.860e-02      -210.380  0.3025 -3.510e-02      -151.130  0.2204 -4.090e-02      -100.000 0.08580 -4.550e-02      -103.120  0.1406 -4.720e-02      -110.100  0.2835 -4.950e-02
         1560.00      -259.550  0.2873  1.060e-02      -210.100  0.3544 -1.990e-02      -295.910  0.3090 -2.590e-02      -212.900  0.3018 -3.270e-02      -152.370  0.2198 -3.890e-02      -100.750 0.08560 -4.420e-02      -103.490  0.1404 -4.650e-02      -110.640  0.2833 -4.880e-02
         1570.00      -340.560  0.2806  9.160e-03      -222.450  0.3524 -1.720e-02      -299.550  0.3082 -2.340e-02      -215.560  0.3010 -3.040e-02      -153.750  0.2193 -3.690e-02      -101.660 0.08530 -4.290e-02      -103.970  0.1402 -4.560e-02      -111.150  0.2830 -4.820e-02
         1580.00      -408.300  0.2758  2.650e-03      -238.350  0.3499 -1.410e-02      -303.360  0.3075 -2.090e-02      -218.350  0.3002 -2.820e-02      -155.250  0.2187 -3.490e-02      -102.700 0.08490 -4.130e-02      -104.560  0.1398 -4.450e-02      -111.670  0.2827 -4.750e-02
