

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  4600.00000 -0.773017E+03  0.586683E+03 -0.812793E+03  0.586677E+03 -0.204582E+03   -124.926   -119.165   -133.476    4600
  4601.00000 -0.773075E+03  0.586903E+03 -0.812852E+03  0.586897E+03 -0.204611E+03   -150.597   -123.062   -133.703    4601
  4602.00000 -0.773001E+03  0.587188E+03 -0.812777E+03  0.587182E+03 -0.204641E+03   -180.572   -132.010   -133.929    4602
  4603.00000 -0.772924E+03  0.587500E+03 -0.812700E+03  0.587494E+03 -0.204671E+03   -202.971   -142.343   -134.155    4603
  4604.00000 -0.772841E+03  0.587837E+03 -0.812618E+03  0.587831E+03 -0.204700E+03   -229.006   -153.398   -134.382    4604
  4605.00000 -0.772764E+03  0.588157E+03 -0.812540E+03  0.588151E+03 -0.204729E+03   -255.645   -166.118   -134.609    4605
  4606.00000 -0.772668E+03  0.588559E+03 -0.812444E+03  0.588553E+03 -0.204758E+03   -300.025   -180.822   -134.836    4606
  4607.00000 -0.772569E+03  0.588973E+03 -0.812346E+03  0.588967E+03 -0.204788E+03   -361.182   -200.536   -135.063    4607
  4608.00000 -0.772468E+03  0.589402E+03 -0.812245E+03  0.589396E+03 -0.204816E+03   -451.978   -224.173   -135.290    4608
  4609.00000 -0.772363E+03  0.589855E+03 -0.812139E+03  0.589849E+03 -0.204845E+03   -614.525   -250.791   -135.517    4609
  4610.00000 -0.772291E+03  0.590167E+03 -0.812067E+03  0.590161E+03 -0.204874E+03   -731.029   -278.358   -135.744    4610
  4611.00000 -0.772240E+03  0.590433E+03 -0.812017E+03  0.590427E+03 -0.204903E+03   -794.717   -301.266   -135.971    4611
  4612.00000 -0.772177E+03  0.590713E+03 -0.811953E+03  0.590707E+03 -0.204931E+03  -1037.640   -323.504   -136.199    4612
  4613.00000 -0.772119E+03  0.590974E+03 -0.811895E+03  0.590968E+03 -0.204959E+03  -1358.250   -352.195   -136.426    4613
  4614.00000 -0.772022E+03  0.591409E+03 -0.811798E+03  0.591403E+03 -0.204987E+03  -4359.360   -398.363   -136.653    4614
  4615.00000 -0.771933E+03  0.591811E+03 -0.811710E+03  0.591805E+03 -0.205016E+03 -25850.699   -487.841   -136.880    4615
  4616.00000 -0.771846E+03  0.592207E+03 -0.811648E+03  0.592201E+03 -0.205044E+03-100000.000   -624.487   -137.107    4616
  4617.00000 -0.772446E+03  0.592385E+03 -0.812248E+03  0.592379E+03 -0.205071E+03   -265.098   -430.109   -137.334    4617
  4618.00000 -0.772380E+03  0.592678E+03 -0.812182E+03  0.592672E+03 -0.205099E+03   -712.831   -452.594   -137.560    4618
  4619.00000 -0.773147E+03  0.592913E+03 -0.812949E+03  0.592907E+03 -0.205127E+03   -178.157   -398.588   -137.787    4619
  4620.00000 -0.773131E+03  0.593074E+03 -0.812933E+03  0.593068E+03 -0.205154E+03   -343.325   -394.764   -138.013    4620
  4621.00000 -0.773048E+03  0.593436E+03 -0.812850E+03  0.593431E+03 -0.205182E+03   -543.977   -423.746   -138.239    4621
  4622.00000 -0.776439E+03  0.593738E+03 -0.816241E+03  0.593732E+03 -0.205209E+03    -57.855   -293.580   -138.465    4622
  4623.00000 -0.776648E+03  0.594129E+03 -0.816450E+03  0.594123E+03 -0.205236E+03   -129.760   -258.451   -138.691    4623
  4624.00000 -0.776553E+03  0.594538E+03 -0.816355E+03  0.594532E+03 -0.205263E+03   -197.238   -261.411   -138.916    4624
  4625.00000 -0.776460E+03  0.594939E+03 -0.816261E+03  0.594933E+03 -0.205290E+03   -256.570   -272.703   -139.140    4625
  4626.00000 -0.776759E+03  0.595284E+03 -0.816561E+03  0.595278E+03 -0.205317E+03   -185.024   -273.226   -139.365    4626
  4627.00000 -0.777221E+03  0.595622E+03 -0.817022E+03  0.595616E+03 -0.205343E+03   -154.801   -269.020   -139.588    4627
  4628.00000 -0.777129E+03  0.596014E+03 -0.816931E+03  0.596008E+03 -0.205370E+03   -257.434   -281.895   -139.812    4628
  4629.00000 -0.777044E+03  0.596380E+03 -0.816846E+03  0.596374E+03 -0.205396E+03   -331.200   -299.541   -140.034    4629
  4630.00000 -0.776951E+03  0.596779E+03 -0.816753E+03  0.596773E+03 -0.205422E+03   -433.316   -324.591   -140.256    4630
  4631.00000 -0.777575E+03  0.597020E+03 -0.817377E+03  0.597015E+03 -0.205448E+03   -166.688   -308.968   -140.477    4631
  4632.00000 -0.777517E+03  0.597310E+03 -0.817319E+03  0.597304E+03 -0.205474E+03   -288.831   -319.176   -140.698    4632
  4633.00000 -0.779493E+03  0.597416E+03 -0.819294E+03  0.597410E+03 -0.205500E+03    -78.052   -268.349   -140.918    4633
  4634.00000 -0.781589E+03  0.597516E+03 -0.821391E+03  0.597510E+03 -0.205526E+03    -63.518   -217.021   -141.136    4634
  4635.00000 -0.781521E+03  0.597803E+03 -0.821323E+03  0.597797E+03 -0.205552E+03   -127.247   -203.341   -141.354    4635
  4636.00000 -0.781466E+03  0.598032E+03 -0.821268E+03  0.598026E+03 -0.205577E+03   -157.703   -202.863   -141.570    4636
  4637.00000 -0.781388E+03  0.598348E+03 -0.821190E+03  0.598342E+03 -0.205603E+03   -187.522   -207.318   -141.785    4637
  4638.00000 -0.781325E+03  0.598602E+03 -0.821127E+03  0.598596E+03 -0.205628E+03   -211.870   -213.422   -141.998    4638
  4639.00000 -0.781248E+03  0.598906E+03 -0.821050E+03  0.598900E+03 -0.205653E+03   -241.345   -221.338   -142.210    4639
  4640.00000 -0.781170E+03  0.599207E+03 -0.820972E+03  0.599201E+03 -0.205678E+03   -273.925   -231.348   -142.420    4640
  4641.00000 -0.781096E+03  0.599490E+03 -0.820898E+03  0.599484E+03 -0.205703E+03   -306.952   -242.326   -142.628    4641
  4642.00000 -0.781033E+03  0.599724E+03 -0.820835E+03  0.599718E+03 -0.205728E+03   -335.701   -252.658   -142.835    4642
  4643.00000 -0.780961E+03  0.599990E+03 -0.820762E+03  0.599984E+03 -0.205753E+03   -379.221   -264.347   -143.039    4643
  4644.00000 -0.780917E+03  0.600147E+03 -0.820719E+03  0.600141E+03 -0.205778E+03   -392.757   -273.957   -143.242    4644
  4645.00000 -0.780876E+03  0.600402E+03 -0.820678E+03  0.600396E+03 -0.205802E+03   -416.266   -284.683   -143.442    4645
  4646.00000 -0.780938E+03  0.600540E+03 -0.820740E+03  0.600534E+03 -0.205827E+03   -337.006   -287.234   -143.640    4646
  4647.00000 -0.781067E+03  0.600615E+03 -0.820869E+03  0.600610E+03 -0.205851E+03   -278.527   -284.082   -143.837    4647
  4648.00000 -0.781183E+03  0.600702E+03 -0.820985E+03  0.600696E+03 -0.205875E+03   -264.542   -282.159   -144.031    4648
  4649.00000 -0.781154E+03  0.600879E+03 -0.820956E+03  0.600873E+03 -0.205899E+03   -325.303   -288.476   -144.222    4649
  4650.00000 -0.781092E+03  0.601105E+03 -0.820894E+03  0.601099E+03 -0.205923E+03   -394.807   -300.629   -144.411    4650
  4651.00000 -0.781037E+03  0.601302E+03 -0.820839E+03  0.601296E+03 -0.205947E+03   -449.538   -314.013   -144.598    4651
  4652.00000 -0.781111E+03  0.601396E+03 -0.820913E+03  0.601390E+03 -0.205971E+03   -344.948   -315.091   -144.784    4652
  4653.00000 -0.781333E+03  0.601463E+03 -0.821135E+03  0.601457E+03 -0.205995E+03   -251.208   -308.294   -144.966    4653
  4654.00000 -0.781364E+03  0.601601E+03 -0.821166E+03  0.601595E+03 -0.206019E+03   -303.536   -312.656   -145.147    4654
  4655.00000 -0.781320E+03  0.601759E+03 -0.821122E+03  0.601753E+03 -0.206042E+03   -377.789   -322.156   -145.324    4655
  4656.00000 -0.781280E+03  0.601904E+03 -0.821082E+03  0.601898E+03 -0.206066E+03   -423.124   -331.919   -145.500    4656
  4657.00000 -0.781256E+03  0.601992E+03 -0.821058E+03  0.601986E+03 -0.206089E+03   -447.768   -220.284   -145.673    4657
  4658.00000 -0.781223E+03  0.602110E+03 -0.821025E+03  0.602104E+03 -0.206112E+03   -474.370   -221.417   -146.133    4658
  4659.00000 -0.781097E+03  0.602110E+03 -0.820898E+03  0.602104E+03 -0.206135E+03   -768.445   -612.334   -146.490    4659
  4660.00000 -0.780982E+03  0.602110E+03 -0.820784E+03  0.602104E+03 -0.206158E+03  -1061.250   -759.793   -146.696    4660
  4661.00000 -0.780835E+03  0.602110E+03 -0.820637E+03  0.602104E+03 -0.206180E+03  -2452.660   -932.345   -146.879    4661
  4662.00000 -0.780738E+03  0.602110E+03 -0.820540E+03  0.602104E+03 -0.206203E+03  -2857.420  -1063.890   -147.052    4662
  4663.00000 -0.780981E+03  0.602110E+03 -0.820783E+03  0.602104E+03 -0.206225E+03   -359.727   -463.272   -147.221    4663
  4664.00000 -0.780928E+03  0.602110E+03 -0.820730E+03  0.602104E+03 -0.206248E+03   -579.874   -522.979   -147.385    4664
  4665.00000 -0.780834E+03  0.602110E+03 -0.820636E+03  0.602104E+03 -0.206270E+03   -863.260   -610.083   -147.545    4665
  4666.00000 -0.780730E+03  0.602110E+03 -0.820532E+03  0.602104E+03 -0.206292E+03  -1332.290   -683.106   -147.700    4666
  4667.00000 -0.780632E+03  0.602110E+03 -0.820434E+03  0.602104E+03 -0.206315E+03  -2011.600   -777.368   -147.853    4667
  4668.00000 -0.780579E+03  0.602110E+03 -0.820381E+03  0.602104E+03 -0.206337E+03  -1650.190   -772.794   -148.002    4668
  4669.00000 -0.780457E+03  0.602112E+03 -0.820259E+03  0.602106E+03 -0.206359E+03  -5874.410   -866.924   -148.148    4669
  4670.00000 -0.780353E+03  0.602115E+03 -0.820155E+03  0.602109E+03 -0.206381E+03 -14643.100  -1029.750   -148.291    4670
  4671.00000 -0.780222E+03  0.602119E+03 -0.820033E+03  0.602113E+03 -0.206402E+03-100000.000  -1339.770   -148.432    4671
  4672.00000 -0.780164E+03  0.602121E+03 -0.819975E+03  0.602115E+03 -0.206424E+03 -61012.000  -1373.780   -148.570    4672
  4673.00000 -0.784554E+03  0.602123E+03 -0.824366E+03  0.602117E+03 -0.206446E+03    -48.092    -62.865   -148.706    4673
  4674.00000 -0.785052E+03  0.602125E+03 -0.824864E+03  0.602119E+03 -0.206468E+03    -97.196   -101.826   -148.839    4674
  4675.00000 -0.784996E+03  0.602129E+03 -0.824808E+03  0.602123E+03 -0.206489E+03   -142.323   -134.228   -148.970    4675
  4676.00000 -0.784925E+03  0.602134E+03 -0.824736E+03  0.602128E+03 -0.206511E+03   -166.870   -153.944   -149.098    4676
  4677.00000 -0.784835E+03  0.602141E+03 -0.824647E+03  0.602135E+03 -0.206532E+03   -188.471   -170.714   -149.222    4677
  4678.00000 -0.784747E+03  0.602149E+03 -0.824559E+03  0.602143E+03 -0.206553E+03   -205.912   -182.847   -149.345    4678
  4679.00000 -0.784659E+03  0.602157E+03 -0.824470E+03  0.602151E+03 -0.206575E+03   -221.438   -192.909   -149.465    4679
  4680.00000 -0.784730E+03  0.602163E+03 -0.824542E+03  0.602157E+03 -0.206596E+03   -191.220   -187.218   -149.583    4680
  4681.00000 -0.784771E+03  0.602170E+03 -0.824583E+03  0.602164E+03 -0.206617E+03   -192.811   -185.985   -149.698    4681
  4682.00000 -0.785247E+03  0.602182E+03 -0.825059E+03  0.602176E+03 -0.206638E+03   -133.701   -155.357   -149.810    4682
  4683.00000 -0.785160E+03  0.602193E+03 -0.824971E+03  0.602187E+03 -0.206659E+03   -187.062   -170.185   -149.920    4683
  4684.00000 -0.785085E+03  0.602204E+03 -0.824897E+03  0.602198E+03 -0.206680E+03   -204.556   -180.234   -150.027    4684
  4685.00000 -0.785024E+03  0.602213E+03 -0.824835E+03  0.602207E+03 -0.206701E+03   -215.081   -188.139   -150.130    4685
  4686.00000 -0.784967E+03  0.602222E+03 -0.824778E+03  0.602216E+03 -0.206722E+03   -223.294   -193.404   -150.232    4686
  4687.00000 -0.784910E+03  0.602231E+03 -0.824722E+03  0.602225E+03 -0.206743E+03   -230.841   -199.078   -150.330    4687
  4688.00000 -0.784822E+03  0.602247E+03 -0.824633E+03  0.602241E+03 -0.206764E+03   -249.779   -205.741   -150.425    4688
  4689.00000 -0.784737E+03  0.602262E+03 -0.824548E+03  0.602257E+03 -0.206784E+03   -263.463   -211.958   -150.518    4689
  4690.00000 -0.784682E+03  0.602273E+03 -0.824494E+03  0.602267E+03 -0.206805E+03   -262.277   -216.558   -150.608    4690
  4691.00000 -0.784632E+03  0.602283E+03 -0.824443E+03  0.602277E+03 -0.206826E+03   -264.934   -218.919   -150.694    4691
  4692.00000 -0.784576E+03  0.602295E+03 -0.824388E+03  0.602289E+03 -0.206846E+03   -272.002   -223.457   -150.778    4692
  4693.00000 -0.784524E+03  0.602307E+03 -0.824335E+03  0.602301E+03 -0.206867E+03   -276.832   -226.125   -150.859    4693
  4694.00000 -0.784479E+03  0.602317E+03 -0.824290E+03  0.602311E+03 -0.206887E+03   -279.125   -228.163   -150.936    4694
  4695.00000 -0.784625E+03  0.602325E+03 -0.824436E+03  0.602319E+03 -0.206908E+03   -213.188   -217.183   -151.011    4695
  4696.00000 -0.784645E+03  0.602333E+03 -0.824457E+03  0.602327E+03 -0.206928E+03   -229.271   -214.837   -151.083    4696
  4697.00000 -0.784532E+03  0.602362E+03 -0.824344E+03  0.602356E+03 -0.206948E+03   -284.453   -224.730   -151.151    4697
  4698.00000 -0.784412E+03  0.602394E+03 -0.824224E+03  0.602388E+03 -0.206969E+03   -324.579   -235.115   -151.216    4698
  4699.00000 -0.784326E+03  0.602418E+03 -0.824138E+03  0.602413E+03 -0.206989E+03   -335.057   -242.109   -151.277    4699
  4700.00000 -0.784262E+03  0.602437E+03 -0.824073E+03  0.602431E+03 -0.207009E+03   -336.252   -248.270   -151.335    4700
  4701.00000 -0.784204E+03  0.602454E+03 -0.824016E+03  0.602449E+03 -0.207030E+03   -339.715   -251.659   -151.390    4701
  4702.00000 -0.784091E+03  0.602489E+03 -0.823903E+03  0.602483E+03 -0.207050E+03   -400.022   -262.625   -151.441    4702
  4703.00000 -0.783956E+03  0.602533E+03 -0.823768E+03  0.602527E+03 -0.207070E+03   -489.190   -275.299   -151.489    4703
  4704.00000 -0.783881E+03  0.602558E+03 -0.823693E+03  0.602552E+03 -0.207090E+03   -463.611   -281.347   -151.533    4704
  4705.00000 -0.783846E+03  0.602570E+03 -0.823658E+03  0.602564E+03 -0.207110E+03   -418.303   -284.214   -151.574    4705
  4706.00000 -0.783798E+03  0.602586E+03 -0.823610E+03  0.602581E+03 -0.207130E+03   -421.473   -285.896   -151.611    4706
  4707.00000 -0.791758E+03  0.602601E+03 -0.831569E+03  0.602595E+03 -0.207151E+03    -26.833    -47.273   -151.646    4707
  4708.00000 -0.791733E+03  0.602610E+03 -0.831544E+03  0.602604E+03 -0.207171E+03    -83.786    -59.465   -151.677    4708
  4709.00000 -0.791700E+03  0.602623E+03 -0.831512E+03  0.602617E+03 -0.207191E+03    -95.523    -67.933   -151.704    4709
  4710.00000 -0.791651E+03  0.602642E+03 -0.831463E+03  0.602636E+03 -0.207211E+03   -103.719    -74.263   -151.727    4710
  4711.00000 -0.791595E+03  0.602665E+03 -0.831407E+03  0.602659E+03 -0.207231E+03   -110.257    -79.612   -151.747    4711
  4712.00000 -0.791543E+03  0.602686E+03 -0.831354E+03  0.602681E+03 -0.207251E+03   -115.474    -84.230   -151.763    4712
  4713.00000 -0.791493E+03  0.602708E+03 -0.831304E+03  0.602702E+03 -0.207271E+03   -120.079    -88.420   -151.775    4713
  4714.00000 -0.791469E+03  0.602718E+03 -0.831280E+03  0.602713E+03 -0.207291E+03   -122.327    -90.840   -151.785    4714
  4715.00000 -0.791446E+03  0.602728E+03 -0.831258E+03  0.602723E+03 -0.207311E+03   -125.144    -93.778   -151.791    4715
  4716.00000 -0.791375E+03  0.602760E+03 -0.831187E+03  0.602754E+03 -0.207331E+03   -132.646    -97.836   -151.793    4716
  4717.00000 -0.791323E+03  0.602784E+03 -0.831135E+03  0.602778E+03 -0.207351E+03   -136.145   -101.352   -151.792    4717
  4718.00000 -0.791283E+03  0.602802E+03 -0.831095E+03  0.602796E+03 -0.207371E+03   -138.568   -104.339   -151.788    4718
  4719.00000 -0.791226E+03  0.602827E+03 -0.831037E+03  0.602822E+03 -0.207391E+03   -143.469   -107.741   -151.781    4719
  4720.00000 -0.791188E+03  0.602844E+03 -0.831000E+03  0.602838E+03 -0.207411E+03   -145.313   -110.523   -151.770    4720
  4721.00000 -0.791176E+03  0.602850E+03 -0.830987E+03  0.602844E+03 -0.207431E+03   -145.002   -111.528   -151.757    4721
  4722.00000 -0.791134E+03  0.602869E+03 -0.830946E+03  0.602863E+03 -0.207451E+03   -149.548   -114.114   -151.740    4722
  4723.00000 -0.791111E+03  0.602879E+03 -0.830922E+03  0.602873E+03 -0.207471E+03   -150.765   -116.226   -151.721    4723
  4724.00000 -0.791056E+03  0.602904E+03 -0.830868E+03  0.602898E+03 -0.207491E+03   -156.772   -119.187   -151.699    4724
  4725.00000 -0.791032E+03  0.602914E+03 -0.830843E+03  0.602909E+03 -0.207511E+03   -156.895   -121.258   -151.674    4725
  4726.00000 -0.790989E+03  0.602934E+03 -0.830800E+03  0.602928E+03 -0.207531E+03   -161.210   -123.792   -151.647    4726
  4727.00000 -0.790907E+03  0.602970E+03 -0.830719E+03  0.602964E+03 -0.207551E+03   -170.877   -127.820   -151.617    4727
  4728.00000 -0.790850E+03  0.602996E+03 -0.830662E+03  0.602990E+03 -0.207571E+03   -173.425   -130.190   -151.585    4728
  4729.00000 -0.790816E+03  0.603011E+03 -0.830628E+03  0.603005E+03 -0.207592E+03   -173.037   -132.468   -151.550    4729
  4730.00000 -0.790785E+03  0.603025E+03 -0.830597E+03  0.603019E+03 -0.207612E+03   -174.011   -134.496   -151.513    4730
  4731.00000 -0.790769E+03  0.603033E+03 -0.830580E+03  0.603027E+03 -0.207632E+03   -173.250   -135.957   -151.474    4731
  4732.00000 -0.790748E+03  0.603042E+03 -0.830560E+03  0.603036E+03 -0.207652E+03   -174.624   -137.508   -151.434    4732
  4733.00000 -0.790732E+03  0.603049E+03 -0.830543E+03  0.603043E+03 -0.207672E+03   -175.331   -138.917   -151.391    4733
  4734.00000 -0.790702E+03  0.603063E+03 -0.830513E+03  0.603057E+03 -0.207693E+03   -178.916   -140.830   -151.347    4734
  4735.00000 -0.790686E+03  0.603070E+03 -0.830497E+03  0.603064E+03 -0.207713E+03   -179.035   -141.425   -151.301    4735
  4736.00000 -0.790672E+03  0.603076E+03 -0.830483E+03  0.603070E+03 -0.207733E+03   -179.757   -142.717   -151.253    4736
  4737.00000 -0.790659E+03  0.603082E+03 -0.830470E+03  0.603076E+03 -0.207754E+03   -180.521   -143.920   -151.205    4737
  4738.00000 -0.790641E+03  0.603090E+03 -0.830453E+03  0.603084E+03 -0.207774E+03   -182.487   -145.308   -151.155    4738
  4739.00000 -0.790618E+03  0.603100E+03 -0.830429E+03  0.603094E+03 -0.207794E+03   -185.242   -146.944   -151.104    4739
  4740.00000 -0.790590E+03  0.603113E+03 -0.830401E+03  0.603107E+03 -0.207815E+03   -188.309   -148.785   -151.052    4740
  4741.00000 -0.790561E+03  0.603126E+03 -0.830373E+03  0.603120E+03 -0.207835E+03   -190.938   -150.668   -150.999    4741
  4742.00000 -0.790539E+03  0.603135E+03 -0.830351E+03  0.603130E+03 -0.207856E+03   -192.029   -151.451   -150.946    4742
  4743.00000 -0.790508E+03  0.603149E+03 -0.830320E+03  0.603143E+03 -0.207876E+03   -195.503   -153.374   -150.892    4743
  4744.00000 -0.790480E+03  0.603162E+03 -0.830291E+03  0.603156E+03 -0.207897E+03   -197.816   -155.278   -150.837    4744
  4745.00000 -0.790453E+03  0.603174E+03 -0.830264E+03  0.603168E+03 -0.207917E+03   -199.787   -157.104   -150.782    4745
  4746.00000 -0.790435E+03  0.603182E+03 -0.830246E+03  0.603176E+03 -0.207938E+03   -199.618   -158.509   -150.727    4746
  4747.00000 -0.790420E+03  0.603189E+03 -0.830232E+03  0.603183E+03 -0.207958E+03   -199.880   -159.730   -150.672    4747
  4748.00000 -0.790405E+03  0.603195E+03 -0.830217E+03  0.603189E+03 -0.207979E+03   -200.661   -160.921   -150.616    4748
  4749.00000 -0.790389E+03  0.603203E+03 -0.830201E+03  0.603197E+03 -0.208000E+03   -202.091   -161.351   -150.561    4749
  4750.00000 -0.790359E+03  0.603216E+03 -0.830170E+03  0.603210E+03 -0.208020E+03   -206.952   -163.229   -150.506    4750
  4751.00000 -0.790315E+03  0.603236E+03 -0.830127E+03  0.603230E+03 -0.208041E+03   -213.810   -165.805   -150.451    4751
  4752.00000 -0.790293E+03  0.603246E+03 -0.830105E+03  0.603240E+03 -0.208062E+03   -212.760   -167.493   -150.396    4752
  4753.00000 -0.790271E+03  0.603256E+03 -0.830082E+03  0.603250E+03 -0.208083E+03   -213.860   -169.044   -150.342    4753
  4754.00000 -0.790253E+03  0.603263E+03 -0.830065E+03  0.603258E+03 -0.208104E+03   -214.060   -169.505   -150.288    4754
  4755.00000 -0.790230E+03  0.603274E+03 -0.830042E+03  0.603268E+03 -0.208124E+03   -216.444   -171.041   -150.236    4755
  4756.00000 -0.790191E+03  0.603291E+03 -0.830002E+03  0.603286E+03 -0.208145E+03   -223.213   -173.386   -150.183    4756
  4757.00000 -0.790146E+03  0.603312E+03 -0.829957E+03  0.603306E+03 -0.208166E+03   -229.548   -176.120   -150.132    4757
  4758.00000 -0.790109E+03  0.603328E+03 -0.829920E+03  0.603322E+03 -0.208187E+03   -232.051   -178.528   -150.081    4758
  4759.00000 -0.790090E+03  0.603337E+03 -0.829901E+03  0.603331E+03 -0.208208E+03   -229.426   -179.999   -150.032    4759
